CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
12629506008056,0624300,03650,Active,Humboldt,McKinleyville Union Elementary,Dow's Prairie Elementary,3940 Dows Prairie Road,3940 Dows Prairie Rd.,McKinleyville,95519-9444,CA,3940 Dows Prairie Road,3940 Dows Prairie Rd.,McKinleyville,95519-9444,CA,(707) 839-1558,,www.nohum.k12.ca.us/msd,1957-09-29,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-2,K-2,N,0,40.977134,-124.09576,Kevin,Scheffler,kscheffler@mckusd.org,,,,,,,2016-10-06
12629506008064,0624300,03651,Active,Humboldt,McKinleyville Union Elementary,McKinleyville Middle,2285 Central Avenue,2285 Central Ave.,McKinleyville,95519-3685,CA,2285 Central Avenue,2285 Central Ave.,McKinleyville,95519-3685,CA,(707) 839-1508,6411,www.nohum.k12.ca.us/msd,1952-02-24,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,40.946977,-124.1009,Julie,Giannini-Previde,jgiannini@mckusd.org,,,,,,,2016-10-06
12629506008072,0624300,03652,Active,Humboldt,McKinleyville Union Elementary,Morris Elementary,2395 McKinleyville Avenue,2395 McKinleyville Ave.,McKinleyville,95519-3479,CA,2395 McKinleyville Avenue,2395 McKinleyville Ave.,McKinleyville,95519-3479,CA,(707) 839-1529,,www.nohum.k12.ca.us/msd,1955-03-13,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,3-5,3-5,N,0,40.947406,-124.11056,Teri,Waterhouse,twaterhouse@mckusd.org,,,,,,,2016-10-06
12629686008080,0628830,04469,Active,Humboldt,Orick Elementary,Orick Elementary,120918 Highway 101,120918 Highway 101,Orick,95555-0128,CA,PO Box 128,PO Box 128,Orick,95555-0128,CA,(707) 488-2821,,http://orickschool.homestead.com,1980-07-01,,0,,,52,Elementary School District,61,Elemen Schools In 1 School Dist. (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,41.287146,-124.05912,William,Hawkins,whawkins@humboldt.k12.ca.us,,,,,,,2015-09-24
12629760115154,0629430,11947,Active,Humboldt,Pacific Union Elementary,Trillium Charter,1464 Spear Avenue,1464 Spear Ave.,Arcata,95521-4882,CA,1464 Spear Avenue,1464 Spear Ave.,Arcata,95521-4882,CA,(707) 822-4721,,http://trilliumcharter.weebly.com,2007-07-01,,1,0891,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,40.88995,-124.08611,Marianne,Keller,trilliumcs@gmail.com,,,,,,,2015-06-18
12630086008114,0632730,05086,Active,Humboldt,Rio Dell Elementary,Eagle Prairie Elementary,95 Center Street,95 Center St.,Rio Dell,95562-1323,CA,95 Center Street,95 Center St.,Rio Dell,95562-1323,CA,(707) 764-5694,,www.riodellschools.net,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,40.502024,-124.10458,Jorey,McComas,jmccomas@riodellschools.net,,,,,,,2015-10-14
12630086008122,0632730,05087,Active,Humboldt,Rio Dell Elementary,Monument Middle,95 Center Street,95 Center St.,Rio Dell,95562-1323,CA,95 Center Street,95 Center St.,Rio Dell,95562-1323,CA,(707) 764-3783,,www.riodellschools.net,1980-07-01,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,40.502024,-124.10458,Jorey,McComas,jmccomas@riodellschools.net,,,,,,,2015-10-14
12630320111203,0637350,11593,Active,Humboldt,South Bay Union Elementary,Alder Grove Charter,714 F Street,714 F St.,Eureka,95501-0540,CA,714 F Street,714 F St.,Eureka,95501-0540,CA,(707) 268-0854,,www.aldergrovecharter.org/,2006-08-25,,1,0760,Directly funded,52,Elementary School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0,40.799819,-124.16562,Jennifer,Allen-San Giovanni,aldergrove@sbcglobal.net,,,,,,,2016-08-22
12630320124289,0637350,12891,Active,Humboldt,South Bay Union Elementary,South Bay Charter,6077 Loma Avenue,6077 Loma Ave.,Eureka,95503-6869,CA,6077 Loma Avenue,6077 Loma Ave.,Eureka,95503-6869,CA,(707) 443-4828,,www.southbayschool.org,2011-08-29,,1,1303,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,K-8,7-8,N,0,40.734541,-124.20735,Gary,Storts,gstorts@southbayusd.org,,,,,,,2016-05-04
12630326008163,0637350,06313,Active,Humboldt,South Bay Union Elementary,Pine Hill Elementary,5230 Vance Avenue,5230 Vance Ave.,Eureka,95503-6351,CA,5230 Vance Avenue,5230 Vance Ave.,Eureka,95503-6351,CA,(707) 443-4596,,www.pinehillschool.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,0,40.758732,-124.18114,Tami,Beall,tbeall@southbayusd.org,,,,,,,2016-08-24
12630326008171,0637350,06314,Active,Humboldt,South Bay Union Elementary,South Bay Elementary,6077 Loma Avenue,6077 Loma Ave.,Eureka,95503-6869,CA,6077 Loma Avenue,6077 Loma Ave.,Eureka,95503-6869,CA,(707) 443-4828,,www.southbayschool.org,1980-07-01,,0,,,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,4-6,4-6,N,0,40.731068,-124.21317,Gary,Storts,gstorts@southbayusd.org,,,,,,,2016-04-27
12753821230085,0600038,01994,Active,Humboldt,Mattole Unified,Mattole Triple Junction High,29289 Chambers Road,29289 Chambers Rd.,Petrolia,95558,CA,PO Box 211,PO Box 211,Petrolia,95558,CA,(707) 629-3250,,http://humboldt.k12.ca.us/mattole_usd,1993-08-31,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0,40.321293,-124.27296,Karen,Ashmore,kashmore@mattolevalley.org,,,,,,,2015-12-17
12755150127407,0600052,13158,Active,Humboldt,Eureka City Schools,Winship Middle,2500 Cypress Avenue,2500 Cypress Ave.,Eureka,95503-6213,CA,2500 Cypress Avenue,2500 Cypress Ave.,Eureka,95503-6213,CA,(707) 441-2487,,www.eurekacityschools.org,2013-08-26,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,5-8,N,0,40.765207,-124.13884,Shellye,Horowitz,horowitzs@eurekacityschools.org,,,,,,,2015-07-06
12755151232057,0600052,01487,Active,Humboldt,Eureka City Schools,Zoe Barnum High,216 West Harris Street,216 West Harris St.,Eureka,95501-4074,CA,216 West Harris Street,216 West Harris St.,Eureka,95501-4074,CA,(707) 441-2467,,www.eurekacityschools.org/zoe.html,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,10-12,11-12,N,0,40.780504,-124.17316,Omar,Khattab,khattabo@eurekacityschools.org,,,,,,,2016-07-12
12755151232206,0600052,01477,Active,Humboldt,Eureka City Schools,Eureka Senior High,1915 J Street,1915 J St.,Eureka,95501-3052,CA,1915 J Street,1915 J St.,Eureka,95501-3052,CA,(707) 441-2508,,www.eurekacityschools.org/eurhi.html,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,40.790302,-124.15887,Jennifer,Johnson,johnsonj@eurekacityschools.org,,,,,,,2016-07-01
12755156007751,0600052,01475,Active,Humboldt,Eureka City Schools,Alice Birney Elementary,717 South Avenue,717 South Ave.,Eureka,95503-5041,CA,717 South Avenue,717 South Ave.,Eureka,95503-5041,CA,(707) 441-2495,,www.eurekacityschools.org/birney.html,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,40.776837,-124.17795,Beth,Holcomb,holcombb@eurekacityschools.org,,,,,,,2016-07-19
12755156007777,0600052,01479,Active,Humboldt,Eureka City Schools,Grant Elementary,3901 G Street,3901 G St.,Eureka,95503-6009,CA,3901 G Street,3901 G St.,Eureka,95503-6009,CA,(707) 441-2552,,www.eurekacityschools.org/grant.html,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,40.771185,-124.16249,Kristi,Puzz,puzzk@eurekacityschools.org,,,,,,,2016-07-19
12755156007793,0600052,01481,Active,Humboldt,Eureka City Schools,Lafayette Elementary,3100 Park Street,3100 Park St.,Eureka,95501-1544,CA,3100 Park Street,3100 Park St.,Eureka,95501-1544,CA,(707) 441-2482,,www.eurekacityschools.org/lafayette.html,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,40.794421,-124.13168,Angela,Shull,shulla@eurekacityschools.org,,,,,,,2016-07-01
12755156007827,0600052,01484,Active,Humboldt,Eureka City Schools,Washington Elementary,3322 Dolbeer Street,3322 Dolbeer St.,Eureka,95503-5633,CA,3322 Dolbeer Street,3322 Dolbeer St.,Eureka,95503-5633,CA,(707) 441-2547,,www.eurekacityschools.org/washington.html,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,0,40.777907,-124.14214,Sheri,Jensen,jensens@eurekacityschools.org,,,,,,,2016-07-01
12755156057376,0600052,01476,Active,Humboldt,Eureka City Schools,Catherine L. Zane Middle,2155 S Street,2155 S St.,Eureka,95501-3140,CA,2155 S Street,2155 S St.,Eureka,95501-3140,CA,(707) 441-2470,,www.eurekacityschools.org/zane/index.html,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,0,40.787755,-124.14904,Randall,Simms,simmsr@eurekacityschools.org,,,,,,,2016-07-19
12768020124164,0601420,12857,Active,Humboldt,Fortuna Elementary,Redwood Preparatory Charter,1355 Ross Hill Road,1355 Ross Hill Rd.,Fortuna,95540-3463,CA,1355 Ross Hill Road,1355 Ross Hill Rd.,Fortuna,95540-0179,CA,(707) 768-1928,,http://redwoodprep.org,2011-08-29,,1,1304,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,40.573479,-124.144,Krista,Croteau,kcroteau@redwoodprep.org,,,,,,,2016-10-10
12768026007868,0601420,01617,Active,Humboldt,Fortuna Elementary,Fortuna Middle,843 L Street,843 L St.,Fortuna,95540-1921,CA,843 L Street,843 L St.,Fortuna,95540-1921,CA,(707) 725-3415,,www.humboldt.k12.ca.us/fortuna_un,1980-07-01,,0,,,52,Elementary School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,5-8,5-8,N,0,40.597117,-124.15852,Vince,Zinselmeir,vzinselmeir@fortunaesd.com,,,,,,,2015-06-18
13101320131094,0691010,13814,Active,Imperial,Imperial County Office of Education,Valley Academy,253 East Ross Avenue,253 East Ross Ave.,El Centro,92243-9797,CA,253 East Ross Avenue,253 East Ross Ave.,El Centro,92243-9797,CA,(760) 312-5525,,www.icoe.org,2014-07-01,,0,,,00,County Office of Education (COE),10,County Community,COMM,County Community School,ELEMHIGH,Elementary-High Combination,K-12,6-12,N,0,32.781476,-115.51492,Monalisa,Vitela,mvitela@icoe.org,,,,,,,2016-05-10
13101321330117,0691010,09224,Active,Imperial,Imperial County Office of Education,Imperial County Juvenile Hall/Community,1398 Sperber Road,1398 Sperber Rd.,El Centro,92243-9621,CA,253 East Ross,253 East Ross,El Centro,92243,CA,(760) 312-5525,,www.icoe.org,1980-07-01,,0,,,00,County Office of Education (COE),14,Juvenile Court Schools,JUV,Juvenile Court School,HS,High School,K-12,9-12,N,0,32.74636,-115.56438,Monalisa,Vitela,mvitela@icoe.org,,,,,,,2015-06-18
13101326069272,0691010,07929,Active,Imperial,Imperial County Office of Education,Imperial County Special Education,1398 Sperber Road,1398 Sperber Rd.,El Centro,92243-9621,CA,1398 Sperber Road,1398 Sperber Rd.,El Centro,92243-9621,CA,(760) 312-6428,,www.icoe.org,1980-07-01,,0,,,00,County Office of Education (COE),09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0,32.74636,-115.56438,Deborah,Montoya,dmontoya@icoe.org,,,,,,,2015-07-22
13630811331404,0605820,00524,Active,Imperial,Brawley Union High,Brawley High,480 North Imperial Avenue,480 North Imperial Ave.,Brawley,92227-1625,CA,480 North Imperial Avenue,480 North Imperial Ave.,Brawley,92227-1625,CA,(760) 312-6073,,www.brawleyhigh.org,1980-07-01,,0,,,56,High School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,32.982858,-115.53491,Jesse,Sanchez,jsanchez@brawleyhigh.org,Greg,Smith,gsmith@brawleyhigh.org,,,,2016-09-27
13630990112318,0606900,11595,Active,Imperial,Calexico Unified,Enrique Camarena Jr. High,800 East Rivera Avenue,800 East Rivera Ave.,Calexico,92231-3387,CA,800 East Rivera Avenue,800 East Rivera Ave.,Calexico,92231-3387,CA,(760) 768-3808,,http://www2.cusdk12.org,2006-08-28,,0,,,54,Unified School District,64,Junior High Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,0,32.67349,-115.47289,Diego,Romero,dromero@cusdk12.org,,,,,,,2015-12-21
13630990113985,0606900,11897,Active,Imperial,Calexico Unified,Cesar Chavez Elementary,1251 East Zapata Street,1251 East Zapata St.,Calexico,92231-9677,CA,1251 East Zapata Street,1251 East Zapata St.,Calexico,92231-9677,CA,(760) 768-6400,,http://www2.cusdk12.org,2007-08-27,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,32.689211,-115.47606,Jaime,Santos,nnunez@cusdk12.org,,,,,,,2015-12-21
13630991332154,0606900,00633,Active,Imperial,Calexico Unified,Aurora High (Continuation),641 Rockwood Avenue,641 Rockwood Ave.,Calexico,92231-2700,CA,PO Box 792,PO Box 792,Calexico,92231,CA,(760) 768-3940,,www.cusdk12.org,1980-07-01,,0,,,54,Unified School District,68,Continuation High Schools,CON,Continuation School,HS,High School,9-12,10-12,N,0,32.671318,-115.49633,John,Moreno,jmoreno@cusdk12.org,,,,,,,2015-06-18
13630991332204,0606900,00634,Active,Imperial,Calexico Unified,Calexico High,1030 Encinas Avenue,1030 Encinas Ave.,Calexico,92231-2560,CA,PO Box 792,PO Box 792,Calexico,92231,CA,(760) 768-3980,,http://www2.cusdk12.org,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,32.677949,-115.48824,Gabrielle,Williams-Ballesteros,gwilliams@cusdk12.org,,,,,,,2015-12-21
13630996008346,0606900,00636,Active,Imperial,Calexico Unified,Dool Elementary,800 Encinas Avenue,800 Encinas Ave.,Calexico,92231-2559,CA,800 Encinas Avenue,800 Encinas Ave.,Calexico,92231-2559,CA,(760) 768-3820,,http://www2.cusdk12.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,32.672999,-115.48829,Joan,Hanson,ldimian@cusdk12.org,,,,,,,2015-12-21
13630996008361,0606900,00637,Active,Imperial,Calexico Unified,Jefferson Elementary,1120 East Seventh Street,1120 East Seventh St.,Calexico,92231-2956,CA,1120 East Seventh Street,1120 East Seventh St.,Calexico,92231-2956,CA,(760) 768-3812,,http://www2.cusdk12.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,32.671858,-115.48099,Alejandro,Aviña,aavina@cusdk12.org,,,,,,,2015-12-21
13630996008379,0606900,00640,Active,Imperial,Calexico Unified,Rockwood Elementary,1000 Rockwood Avenue,1000 Rockwood Ave.,Calexico,92231-2333,CA,1000 Rockwood Avenue,1000 Rockwood Ave.,Calexico,92231-2333,CA,(760) 768-3832,,http://www2.cusdk12.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,32.67758,-115.49621,Fredrick,"Lanuza, PhD",flanuza@cusdk12.org,,,,,,,2015-12-21
13630996008387,0606900,00639,Active,Imperial,Calexico Unified,Mains Elementary,655 Sheridan Avenue,655 Sheridan Ave.,Calexico,92231-2096,CA,655 Sheridan Avenue,655 Sheridan Ave.,Calexico,92231-2096,CA,(760) 768-3900,,http://www2.cusdk12.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,32.677054,-115.50986,Liliana,Dimian,lizethlopez@cusdk12.org,,,,,,,2015-12-21
13630996099485,0606900,00638,Active,Imperial,Calexico Unified,Kennedy Gardens Elementary,2300 Rockwood Avenue,2300 Rockwood Ave.,Calexico,92231-1726,CA,2300 Rockwood Avenue,2300 Rockwood Ave.,Calexico,92231-1726,CA,(760) 768-3842,,http://wwwww2.cusdk12.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-6,K-6,N,0,32.690164,-115.49615,Gabriela,Flores,gmiranda@cusdk12.org,,,,,,,2015-12-21
13630996106975,0606900,09117,Active,Imperial,Calexico Unified,Blanche Charles Elementary,1201 Kloke Road,1201 Kloke Rd.,Calexico,92231-3491,CA,PO Box 792,PO Box 792,Calexico,92231,CA,(760) 768-3910,,http://www2.cusdk12.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,32.681835,-115.51601,Siria,Hurtado,shurtado@cusdk12.org,,,,,,,2015-12-21
13630996111587,0606900,02010,Active,Imperial,Calexico Unified,William Moreno Junior High,1202 Kloke Road,1202 Kloke Rd.,Calexico,92231-3490,CA,1202 Kloke Road,1202 Kloke Rd.,Calexico,92231-3490,CA,(760) 768-3960,,http://www2.cusdk12.org,1993-08-30,,0,,,54,Unified School District,64,Junior High Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,7-8,7-8,N,0,32.677194,-115.51586,Mariano,Velez,mvelez@cusdk12.org,,,,,,,2015-12-21
13631071332501,0606990,00643,Active,Imperial,Calipatria Unified,Calipatria High,601 West Main Street,601 West Main St.,Calipatria,92233-9787,CA,601 West Main Street,601 West Main St.,Calipatria,92233-9787,CA,(760) 348-2254,,www.calipatriahornets.org,1980-07-01,,0,,,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0,33.125676,-115.52595,Joe,Derma,jderma@calipat.com,,,,,,,2015-06-18
13631076008395,0606990,00644,Active,Imperial,Calipatria Unified,Bill E. Young Jr. Middle,220 South International Boulevard,220 South International Blvd.,Calipatria,92233-9724,CA,501 West Main Street,501 West Main St.,Calipatria,92233-9615,CA,(760) 348-2842,,www.calipatriahornets.org,1980-07-01,,0,,,54,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,5-8,5-8,N,0,33.124357,-115.51915,Virginia,Calsada-Medina,vcalsada_medina@calipat.com,,,,,,,2015-06-18
13631076008403,0606990,00645,Active,Imperial,Calipatria Unified,Grace Smith Elementary,9 East Fourth Street,9 East Fourth St.,Niland,92257-1005,CA,PO Box 1005,PO Box 1005,Niland,92257-1005,CA,(760) 359-0636,,www.calipatriahornets.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,0,33.23784,-115.5187,Douglas,Kline,dkline@calipat.com,Angelita,Ortiz,aortiz@calipat.com,,,,2015-06-18
13631076103535,0606990,08804,Active,Imperial,Calipatria Unified,Fremont Primary,401 West Main Street,401 West Main St.,Calipatria,92233-9787,CA,401 West Main Street,401 West Main St.,Calipatria,92233-9787,CA,(760) 348-5025,,www.calipatriahornets.org,1980-07-01,,0,,,54,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,0,33.125705,-115.52096,Susan,Casey,scasey@calipat.com,,,,,,,2015-06-18
13631150131243,0608010,13807,Active,Imperial,Central Union High,Phoenix Rising High,1302 South Third Street,1302 South Third St.,El Centro,92243-6604,CA,1302 South Third Street,1302 South Third St.,El Centro,92243-6604,CA,(760) 336-4555,,www.cuhsd.net,2014-08-12,,0,,,56,High School District,63,Alternative Schools of Choice,ALTSOC,Alternative School of Choice,HS,High School,9-10,9-10,P,0,32.781424,-115.54887,Fernando,O'Campo,focampo@cuhsd.net,,,,,,,2015-07-21
13631230118455,0612030,12184,Active,Imperial,El Centro Elementary,Ballington Academy for the Arts and Sciences,1525 West Main Street,1525 West Main St.,El Centro,92243-2211,CA,"3530 Camino Del Rio North, Suite 300","3530 Camino Del Rio North, Ste. 300",San Diego,92108,CA,(760) 353-0140,,www.ballingtonacademy.org,2009-09-08,,1,1030,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-6,K-6,N,0,32.792801,-115.57097,Doreen,Mulz,dmulz@voa-swcal.org,,,,,,,2015-08-07
13631230121855,0612030,12728,Active,Imperial,El Centro Elementary,Imagine Schools at Imperial Valley,1150 North Imperial Avenue,1150 North Imperial Ave.,El Centro,92243-1740,CA,1150 North Imperial Avenue,1150 North Imperial Ave.,El Centro,92243-1740,CA,(760) 592-7250,,http://imagineschools.com,2010-08-30,,1,1044,Directly funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-7,K-8,N,0,32.803186,-115.57025,Dustin,Kerns,dustin.kerns@imagineschools.com,Grace,Jiminez,grace.jiminez@imagineschools.com,Dustin,Kerns,dustin.kerns@imagineschools.com,2016-08-30
13631230122663,0612030,12660,Active,Imperial,El Centro Elementary,Imperial Valley Home School Academy,2370 Main Street,2370 Main St.,El Centro,92243-3579,CA,1256 Broadway,1256 Broadway,El Centro,92243-2317,CA,(760) 335-5100,,www.ecesd.org,2010-08-23,,1,1249,Locally funded,52,Elementary School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,0,32.792869,-115.58325,Murrie,Plourd,mplourd@ecesd.org,,,,,,,2015-08-31
